"STAR Table Name: THORACIC_IMMUNO_DISCHARGE_DATA
Variable Names in red font denote that field has important information in the Comment field

The data files created based on data as of 4/5/2024 will include data for registrations added and/or transplants occurring through 03/31/2024"	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8
SANDIMMUNE_DAYS	SANDIMMUNE # OF DAYS INDUCTION (T-CELL ACTIVATION INHIBITOR)	TRR	1999-10-25 00:00:00	2003-05-28 00:00:00		NUM		Also known and collected as Cyclosporin A.
SANDIMMUNE_IND	SANDIMMUNE INDUCTION AT TIME OF TX (T-CELL ACTIVATION INHIBITOR)	TRR	1999-10-25 00:00:00	2003-05-28 00:00:00		NUM		Also known and collected as Cyclosporin A.
SANDIMMUNE_MAINT	SANDIMMUNE MAINTENANCE AT TIME OF TX (T-CELL ACTIVATION INHIBITOR)	TRR	1999-10-25 00:00:00			NUM		Also known and collected as Cyclosporin A.
SANGCYA_ANTIREJ	SANGCYA ANTIREJECTION (T-CELL ACTIVATION INHIBITOR)	TRR	1999-10-25 00:00:00	2001-01-11 00:00:00		NUM		
SANGCYA_DAYS	SANGCYA # OF DAYS INDUCTION (T-CELL ACTIVATION INHIBITOR)	TRR	1999-10-25 00:00:00	2001-01-11 00:00:00		NUM		
SANGCYA_IND	SANGCYA INDUCTION AT TIME OF TX (T-CELL ACTIVATION INHIBITOR)	TRR	1999-10-25 00:00:00	2001-01-11 00:00:00		NUM		
SANGCYA_MAINT	SANGCYA MAINTENANCE AT TIME OF TX (T-CELL ACTIVATION INHIBITOR)	TRR	1999-10-25 00:00:00	2001-01-11 00:00:00		NUM		
SIMULECT_ANTIREJ	SIMULECT ANTIREJECTION (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1996-04-01 00:00:00			NUM		
SIMULECT_DAYS	SIMULECT # OF DAYS INDUCTION (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1996-04-01 00:00:00			NUM		
SIMULECT_IND	SIMULECT INDUCTION AT TIME OF TX (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1996-04-01 00:00:00			NUM		
SIMULECT_MAINT	SIMULECT MAINTENANCE AT TIME OF TX (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1996-04-01 00:00:00	2003-05-28 00:00:00		NUM		
SOLUBLEIL1RECEPTOR_ANTIREJ	SOLUBLEIL1RECEPTOR ANTIREJECTION (CYTOKINE INHIBITOR)	TRR	1996-04-01 00:00:00	2001-01-11 00:00:00		NUM		
SOLUBLEIL1RECEPTOR_DAYS	SOLUBLEIL1RECEPTOR # OF DAYS INDUCTION (CYTOKINE INHIBITOR)	TRR	1996-04-01 00:00:00	2001-01-11 00:00:00		NUM		
SOLUBLEIL1RECEPTOR_IND	SOLUBLEIL1RECEPTOR INDUCTION AT TIME OF TX (CYTOKINE INHIBITOR)	TRR	1996-04-01 00:00:00	2001-01-11 00:00:00		NUM		
SOLUBLEIL1RECEPTOR_MAINT	SOLUBLEIL1RECEPTOR MAINTENANCE AT TIME OF TX (CYTOKINE INHIBITOR)	TRR	1996-04-01 00:00:00	2001-01-11 00:00:00		NUM		
STEROIDS_ANTIREJ	STEROIDS ANTIREJECTION 	TRR	1987-10-01 00:00:00			NUM		
STEROIDS_DAYS	STEROIDS # OF DAYS INDUCTION 	TRR	1996-04-01 00:00:00			NUM		
STEROIDS_IND	STEROIDS INDUCTION AT TIME OF TX 	TRR	1994-04-01 00:00:00			NUM		
STEROIDS_MAINT	STEROIDS MAINTENANCE AT TIME OF TX 	TRR	1987-10-01 00:00:00			NUM		
T10B9_ANTIREJ	T10B9 ANTIREJECTION (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1996-04-01 00:00:00	2003-05-28 00:00:00		NUM		
T10B9_DAYS	T10B9 # OF DAYS INDUCTION (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1996-04-01 00:00:00	2003-05-28 00:00:00		NUM		
T10B9_IND	T10B9 INDUCTION AT TIME OF TX (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1996-04-01 00:00:00	2003-05-28 00:00:00		NUM		
T10B9_MAINT	T10B9 MAINTENANCE AT TIME OF TX (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1996-04-01 00:00:00	2003-05-28 00:00:00		NUM		
THYMOGLOBULIN_ANTIREJ	THYMOGLOBULIN ANTIREJECTION (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1998-03-01 00:00:00			NUM		
THYMOGLOBULIN_DAYS	THYMOGLOBULIN # OF DAYS INDUCTION (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1998-03-01 00:00:00			NUM		
THYMOGLOBULIN_IND	THYMOGLOBULIN INDUCTION AT TIME OF TX (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1998-03-01 00:00:00			NUM		
THYMOGLOBULIN_MAINT	THYMOGLOBULIN MAINTENANCE AT TIME OF TX (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1998-03-01 00:00:00	2003-05-28 00:00:00		NUM		
TRR_ID_CODE	ENCRYPTED TRANSPLANT IDENTIFIER  	CALCULATED				CHAR(15)		
XOMAZYMECD5_ANTIREJ	XOMAZYMECD5 ANTIREJECTION (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1996-04-01 00:00:00	2001-01-11 00:00:00		NUM		
XOMAZYMECD5_DAYS	XOMAZYMECD5 # OF DAYS INDUCTION (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1996-04-01 00:00:00	2001-01-11 00:00:00		NUM		
XOMAZYMECD5_IND	XOMAZYMECD5 INDUCTION AT TIME OF TX (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1996-04-01 00:00:00	2001-01-11 00:00:00		NUM		
XOMAZYMECD5_MAINT	XOMAZYMECD5 MAINTENANCE AT TIME OF TX (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1996-04-01 00:00:00	2001-01-11 00:00:00		NUM		
ZENAPAX_ANTIREJ	ZENAPAX ANTIREJECTION (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1999-10-25 00:00:00			NUM		
ZENAPAX_DAYS	ZENAPAX # OF DAYS INDUCTION (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1999-10-25 00:00:00			NUM		
ZENAPAX_IND	ZENAPAX INDUCTION AT TIME OF TX (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1999-10-25 00:00:00			NUM		
ZENAPAX_MAINT	ZENAPAX MAINTENANCE AT TIME OF TX (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRR	1999-10-25 00:00:00	2003-05-28 00:00:00		NUM		
ZORTRESS_ANTIREJ	ZORTRESS ANTIREJECTION (T-CELL ACTIVATION INHIBITOR)	TRR	2001-01-10 00:00:00	2003-05-28 00:00:00		NUM		
ZORTRESS_DAYS	ZORTRESS # OF DAYS INDUCTION (T-CELL ACTIVATION INHIBITOR)	TRR	2001-01-10 00:00:00			NUM		
ZORTRESS_IND	ZORTRESS INDUCTION AT TIME OF TX (T-CELL ACTIVATION INHIBITOR)	TRR	2001-01-10 00:00:00			NUM		
ZORTRESS_MAINT	ZORTRESS MAINTENANCE AT TIME OF TX (T-CELL ACTIVATION INHIBITOR)	TRR	2001-01-10 00:00:00			NUM		
