"STAR Table Name: THORACIC_IMMUNO_FOLLOWUP_DATA
Variable Names in red font denote that field has important information in the Comment field

The data files created based on data as of 4/5/2024 will include data for registrations added and/or transplants occurring through 03/31/2024"	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8
SANDIMMUNE_ANTIREJ	SANDIMMUNE ANTIREJECTION (T-CELL ACTIVATION INHIBITOR)	TRF	1999-10-25 00:00:00	2003-05-28 00:00:00		NUM		Also known and collected as Cyclosporin A.
SANDIMMUNE_MAINT_CUR	SANDIMMUNE CURRENT MAINTENANCE AT TIME OF FOLLOWUP (T-CELL ACTIVATION INHIBITOR)	TRF	1999-10-25 00:00:00			NUM		All maint data collected prior to 10/25/99 was converted into maint_prev. Also known and collected as Cyclosporin A.
SANDIMMUNE_MAINT_PREV	SANDIMMUNE MAINTENANCE BETWEEN LAST FOLLOWUP AND THIS FOLLOWUP (T-CELL ACTIVATION INHIBITOR)	TRF	1999-10-25 00:00:00			NUM		All maint data collected prior to 10/25/99 was converted into maint_prev. Also known and collected as Cyclosporin A.
SANGCYA_ANTIREJ	SANGCYA ANTIREJECTION (T-CELL ACTIVATION INHIBITOR)	TRF	1999-10-25 00:00:00	2001-01-11 00:00:00		NUM		
SANGCYA_MAINT_CUR	SANGCYA CURRENT MAINTENANCE AT TIME OF FOLLOWUP (T-CELL ACTIVATION INHIBITOR)	TRF	1999-10-25 00:00:00	2001-01-11 00:00:00		NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
SANGCYA_MAINT_PREV	SANGCYA MAINTENANCE BETWEEN LAST FOLLOWUP AND THIS FOLLOWUP (T-CELL ACTIVATION INHIBITOR)	TRF	1999-10-25 00:00:00	2001-01-11 00:00:00		NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
SIMULECT_ANTIREJ	SIMULECT ANTIREJECTION (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRF	1996-04-01 00:00:00			NUM		
SIMULECT_MAINT_CUR	SIMULECT CURRENT MAINTENANCE AT TIME OF FOLLOWUP (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRF	1999-10-25 00:00:00	2003-05-28 00:00:00		NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
SIMULECT_MAINT_PREV	SIMULECT MAINTENANCE BETWEEN LAST FOLLOWUP AND THIS FOLLOWUP (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRF	1996-04-01 00:00:00	2003-05-28 00:00:00		NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
SOLUBLEIL1RECEPTOR_ANTIREJ	SOLUBLEIL1RECEPTOR ANTIREJECTION (CYTOKINE INHIBITOR)	TRF	1996-04-01 00:00:00	2001-01-11 00:00:00		NUM		
SOLUBLEIL1RECEPTOR_MAINT_CUR	SOLUBLEIL1RECEPTOR CURRENT MAINTENANCE AT TIME OF FOLLOWUP (CYTOKINE INHIBITOR)	TRF	1999-10-25 00:00:00	2001-01-11 00:00:00		NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
SOLUBLEIL1RECEPTOR_MAINT_PREV	SOLUBLEIL1RECEPTOR MAINTENANCE BETWEEN LAST FOLLOWUP AND THIS FOLLOWUP (CYTOKINE INHIBITOR)	TRF	1996-04-01 00:00:00	2001-01-11 00:00:00		NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
STEROIDS_ANTIREJ	STEROIDS ANTIREJECTION 	TRF	1987-10-01 00:00:00			NUM		
STEROIDS_MAINT_CUR	STEROIDS CURRENT MAINTENANCE AT TIME OF FOLLOWUP 	TRF	1999-10-25 00:00:00			NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
STEROIDS_MAINT_PREV	STEROIDS MAINTENANCE BETWEEN LAST FOLLOWUP AND THIS FOLLOWUP 	TRF	1987-10-01 00:00:00			NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
T10B9_ANTIREJ	T10B9 ANTIREJECTION (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRF	1996-04-01 00:00:00	2003-05-28 00:00:00		NUM		
T10B9_MAINT_CUR	T10B9 CURRENT MAINTENANCE AT TIME OF FOLLOWUP (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRF	1999-10-25 00:00:00	2003-05-28 00:00:00		NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
T10B9_MAINT_PREV	T10B9 MAINTENANCE BETWEEN LAST FOLLOWUP AND THIS FOLLOWUP (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRF	1996-04-01 00:00:00	2003-05-28 00:00:00		NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
THYMOGLOBULIN_ANTIREJ	THYMOGLOBULIN ANTIREJECTION (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRF	1998-03-01 00:00:00			NUM		
THYMOGLOBULIN_MAINT_CUR	THYMOGLOBULIN CURRENT MAINTENANCE AT TIME OF FOLLOWUP (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRF	1999-10-25 00:00:00	2003-05-28 00:00:00		NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
THYMOGLOBULIN_MAINT_PREV	THYMOGLOBULIN MAINTENANCE BETWEEN LAST FOLLOWUP AND THIS FOLLOWUP (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRF	1998-03-01 00:00:00	2003-05-28 00:00:00		NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
TRR_FOL_ID_CODE	ENCRYPTED FOLLOW-UP IDENTIFIER	CALCULATED				CHAR(15)		
TRR_ID_CODE	ENCRYPTED TRANSPLANT IDENTIFIER	CALCULATED				CHAR(15)		
XOMAZYMECD5_ANTIREJ	XOMAZYMECD5 ANTIREJECTION (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRF	1996-04-01 00:00:00	2001-01-11 00:00:00		NUM		
XOMAZYMECD5_MAINT_CUR	XOMAZYMECD5 CURRENT MAINTENANCE AT TIME OF FOLLOWUP (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRF	1999-10-25 00:00:00	2001-01-11 00:00:00		NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
XOMAZYMECD5_MAINT_PREV	XOMAZYMECD5 MAINTENANCE BETWEEN LAST FOLLOWUP AND THIS FOLLOWUP (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRF	1996-04-01 00:00:00	2001-01-11 00:00:00		NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
ZENAPAX_ANTIREJ	ZENAPAX ANTIREJECTION (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRF	1999-10-25 00:00:00			NUM		
ZENAPAX_MAINT_CUR	ZENAPAX CURRENT MAINTENANCE AT TIME OF FOLLOWUP (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRF	1999-10-25 00:00:00	2003-05-28 00:00:00		NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
ZENAPAX_MAINT_PREV	ZENAPAX MAINTENANCE BETWEEN LAST FOLLOWUP AND THIS FOLLOWUP (ANTI-LYMPHOCYTE RECEPTOR ANTIBODY)	TRF	1999-10-25 00:00:00	2003-05-28 00:00:00		NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
ZORTRESS_ANTIREJ	ZORTRESS ANTIREJECTION (T-CELL ACTIVATION INHIBITOR)	TRF	2001-01-10 00:00:00	2003-05-28 00:00:00		NUM		
ZORTRESS_MAINT_CUR	ZORTRESS CURRENT MAINTENANCE AT TIME OF FOLLOWUP (T-CELL ACTIVATION INHIBITOR)	TRF	2001-01-10 00:00:00			NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
ZORTRESS_MAINT_PREV	ZORTRESS MAINTENANCE BETWEEN LAST FOLLOWUP AND THIS FOLLOWUP (T-CELL ACTIVATION INHIBITOR)	TRF	2001-01-10 00:00:00			NUM		All maint data collected prior to 10/25/99 was converted into maint_prev.
