"Media/File ID",Title,Description,"Core or Supplemental","File Language","Research Topic",Copyright,"Link to File","CDE Language"
7766,prism-12-cde.xlsx,"The Parent Risk and Impact Screening Measure (PRISM) consists of 12 items intended to assess parents' reports of their own stress, health, psychosocial functioning, and disruption in activities due to their child's pain and related disability.",Supplemental,English,"Questions for Parents",No,https://heal.nih.gov/files/CDEs/2023-09/prism-12-cde.xlsx,English
7566,oms-hc-crf.docx,"The Opening Minds Stigma Scale for Health Care Providers (OMS-HC) was developed to measure stigma in Health Care Providers.",Supplemental,English,"Questions for Providers",No,https://heal.nih.gov/files/CDEs/2023-09/oms-hc-crf.docx,English
7561,oms-hc-cde.xlsx,"The Opening Minds Stigma Scale for Health Care Providers (OMS-HC) was developed to measure stigma in Health Care Providers.",Supplemental,English,"Questions for Providers",No,https://heal.nih.gov/files/CDEs/2023-09/oms-hc-cde.xlsx,English
7141,cd-risc-2-copyright-statement.docx,"The Connor Davidson Resilience Scale 2 item (CD RISC 2) comprises of 2 items, each rated on a 5-point scale (0-4), with higher scores reflecting greater resilience.",Supplemental,English,Resilience,Yes,https://heal.nih.gov/files/CDEs/2023-09/cd-risc-2-copyright-statement.docx,English
7146,cd-risc-25-copyright-statement.docx,"The Connor-Davidson Resilience scale (CD RISC 25) comprises of 25 items, each rated on a 5-point scale (0-4), with higher scores reflecting greater resilience.",Supplemental,English,Resilience,Yes,https://heal.nih.gov/files/CDEs/2023-09/cd-risc-25-copyright-statement.docx,English
7611,pain-resilience-crf.docx,"The Pain Resilience Scale measures cognitive/affective positivity and behavioral perseverance during exposure to noxious stimuli.",Supplemental,English,Resilience,No,https://heal.nih.gov/files/CDEs/2023-09/pain-resilience-crf.docx,English
7601,pain-resilience-cde.xlsx,"The Pain Resilience Scale measures cognitive/affective positivity and behavioral perseverance during exposure to noxious stimuli.",Supplemental,English,Resilience,No,https://heal.nih.gov/files/CDEs/2023-09/pain-resilience-cde.xlsx,English
8411,pain-resilience-crf-spanish.docx,"The Pain Resilience Scale measures cognitive/affective positivity and behavioral perseverance during exposure to noxious stimuli.",Supplemental,Spanish,Resilience,No,https://heal.nih.gov/files/CDEs/2023-09/pain-resilience-crf-spanish.docx,Spanish
7206,csq-copyright-statement.docx,"The Client Satisfaction Questionnaire (CSQ) assesses consumer satisfaction with health and human services including governmental and public benefit programs and services.",Supplemental,English,Satisfaction,Yes,https://heal.nih.gov/files/CDEs/2023-09/csq-copyright-statement.docx,English
7221,domain-specific-life-satisfaction-18-crf.docx,"The Domain Specific Life Satisfaction Ages 18+ Fixed Form assesses one's cognitive evaluation of life experiences and is concerned with whether people like their lives or not.",Supplemental,English,Satisfaction,No,https://heal.nih.gov/files/CDEs/2023-09/domain-specific-life-satisfaction-18-crf.docx,English
7216,domain-specific-life-satisfaction-18-cde.xlsx,"The Domain Specific Life Satisfaction Ages 18+ Fixed Form assesses one's cognitive evaluation of life experiences and is concerned with whether people like their lives or not.",Supplemental,English,Satisfaction,No,https://heal.nih.gov/files/CDEs/2023-09/domain-specific-life-satisfaction-18-cde.xlsx,English
7486,mobile-application-rating-scale-crf.docx,"The Mobile Application Rating Scale (MARS) evaluates the quality of mobile health applications.",Supplemental,English,Satisfaction,No,https://heal.nih.gov/files/CDEs/2023-09/mobile-application-rating-scale-crf.docx,English
7481,mobile-application-rating-scale-cde.xlsx,"The Mobile Application Rating Scale (MARS) evaluates the quality of mobile health applications.",Supplemental,English,Satisfaction,No,https://heal.nih.gov/files/CDEs/2023-09/mobile-application-rating-scale-cde.xlsx,English
7731,poq-crf.docx,"The Pain Outcomes Questionnaire (POQ) is a multidimensional treatment outcomes measure that assesses specific aspects of pain syndromes.",Supplemental,English,Satisfaction,No,https://heal.nih.gov/files/CDEs/2023-09/poq-crf.docx,English
7726,poq-cde.xlsx,"The Pain Outcomes Questionnaire (POQ) is a multidimensional treatment outcomes measure that assesses specific aspects of pain syndromes.",Supplemental,English,Satisfaction,No,https://heal.nih.gov/files/CDEs/2023-09/poq-cde.xlsx,English
8071,promis-satisfaction-with-social-roles-8a-crf.pdf,"The PROMIS Satisfaction with Social Roles and Activities SF 8a assesses satisfaction with performing one's usual social roles and activities.",Supplemental,English,Satisfaction,No,https://heal.nih.gov/files/CDEs/2023-09/promis-satisfaction-with-social-roles-8a-crf.pdf,English
8041,promis-positive-affect-crf.pdf,"The PROMIS Positive Affect 15a is a 15-item tool to assess happiness, serenity, and cognitive engagement of the person.",Supplemental,English,"Protective Factors",No,https://heal.nih.gov/files/CDEs/2023-09/promis-positive-affect-crf.pdf,English
8031,promis-positive-affect-cde.xlsx,"The PROMIS Positive Affect 15a is a 15-item tool to assess happiness, serenity, and cognitive engagement of the person.",Supplemental,English,"Protective Factors",No,https://heal.nih.gov/files/CDEs/2023-09/promis-positive-affect-cde.xlsx,English
8326,scs-sf-crf.docx,"The Self-Compassion Scale - Short Form (SCS-SF) is a 12-item self-report measure used by adults to measure their capacity for self-compassion (the ability to hold one's feelings of suffering with a sense of warmth, connection and concern).",Supplemental,English,"Protective Factors",No,https://heal.nih.gov/files/CDEs/2023-09/scs-sf-crf.docx,English
8321,scs-sf-cde.xlsx,"The Self-Compassion Scale - Short Form (SCS-SF) is a 12-item self-report measure used by adults to measure their capacity for self-compassion (the ability to hold one's feelings of suffering with a sense of warmth, connection and concern).",Supplemental,English,"Protective Factors",No,https://heal.nih.gov/files/CDEs/2023-09/scs-sf-cde.xlsx,English
8496,scs-sf-crf-spanish.docx,"The Self-Compassion Scale - Short Form (SCS-SF) is a 12-item self-report measure used by adults to measure their capacity for self-compassion (the ability to hold one's feelings of suffering with a sense of warmth, connection and concern).",Supplemental,Spanish,"Protective Factors",No,https://heal.nih.gov/files/CDEs/2023-09/scs-sf-crf-spanish.docx,Spanish
8051,promis-psychosocial-illness-impact-negative-8a-crf.pdf,"The PROMIS Psychosocial Illness Impact Negative 8a assesses the direct negative psychosocial effect of an illness, distinct from general emotional distress.",Supplemental,English,"Psychosocial Impact",No,https://heal.nih.gov/files/CDEs/2023-09/promis-psychosocial-illness-impact-negative-8a-crf.pdf,English
8046,promis-psychosocial-illness-impact-negative-8a-cde.xlsx,"The PROMIS Psychosocial Illness Impact Negative 8a assesses the direct negative psychosocial effect of an illness, distinct from general emotional distress.",Supplemental,English,"Psychosocial Impact",No,https://heal.nih.gov/files/CDEs/2023-09/promis-psychosocial-illness-impact-negative-8a-cde.xlsx,English
8061,promis-psychosocial-illness-impact-positive-8a-crf.pdf,"The PROMIS Psychosocial Illness Impact Positive 8a assesses positive psychosocial (emotional and social) outcomes of illness.",Supplemental,English,"Psychosocial Impact",No,https://heal.nih.gov/files/CDEs/2023-09/promis-psychosocial-illness-impact-positive-8a-crf.pdf,English
8056,promis-psychosocial-illness-impact-positive-8a-cde.xlsx,"The PROMIS Psychosocial Illness Impact Positive 8a assesses positive psychosocial (emotional and social) outcomes of illness.",Supplemental,English,"Psychosocial Impact",No,https://heal.nih.gov/files/CDEs/2023-09/promis-psychosocial-illness-impact-positive-8a-cde.xlsx,English
7201,csi-crf.docx,"The Central Sensitization Inventory (CSI) is a self-report measure to identify participants who have symptoms that may be related to central sensitization (CS) or central sensitivity syndromes (CSS) such as fibromyalgia, neck injury, temporomandibular joint disorder or migraine/tension headaches.",Supplemental,English,QST,No,https://heal.nih.gov/files/CDEs/2023-09/csi-crf.docx,English
7196,csi-cde.xlsx,"The Central Sensitization Inventory (CSI) is a self-report measure to identify participants who have symptoms that may be related to central sensitization (CS) or central sensitivity syndromes (CSS) such as fibromyalgia, neck injury, temporomandibular joint disorder or migraine/tension headaches.",Supplemental,English,QST,No,https://heal.nih.gov/files/CDEs/2023-09/csi-cde.xlsx,English
7536,norfolk-qol-copyright-statement.docx,"The Norfolk Quality of Life-Diabetic Neuropathy (QOL-DN) questionnaire is an instrument to assess QOL in diabetic polyneuropathy.",Supplemental,English,"Quality of Life",Yes,https://heal.nih.gov/files/CDEs/2023-09/norfolk-qol-copyright-statement.docx,English
8331,sf-8-copyright-statement.docx,"The SF 8 Health Survey instrument measures health-related quality of life over the past 4 weeks.",Supplemental,English,"Quality of Life",Yes,https://heal.nih.gov/files/CDEs/2023-09/sf-8-copyright-statement.docx,English
8371,whoqol-bref-crf.docx,"The World Health Organization Quality of Life Brief with Demographics and Administration Questions (WHOQOL-BREF) assesses quality of life (QOL) within the context of an individual's culture, value systems, personal goals, standards and concerns.",Supplemental,English,"Quality of Life",No,https://heal.nih.gov/files/CDEs/2023-09/whoqol-bref-crf.docx,English
8366,whoqol-bref-cde.xlsx,"The World Health Organization Quality of Life Brief with Demographics and Administration Questions (WHOQOL-BREF) assesses quality of life (QOL) within the context of an individual's culture, value systems, personal goals, standards and concerns.",Supplemental,English,"Quality of Life",No,https://heal.nih.gov/files/CDEs/2023-09/whoqol-bref-cde.xlsx,English
8956,psfs-copyright-statement.docx,"The Patient Specific Functional Scale (PSFS) measures physical function in patients with musculoskeletal and non-musculoskeletal disorders.",Supplemental,English,"Physical Functioning",Yes,https://heal.nih.gov/files/CDEs/2024-01/psfs-copyright-statement.docx,English
8011,promis-physical-function-4a-crf.pdf,"The PROMIS Physical Function 4a is a 4 item self-reported capability rather than actual performance of physical activities.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-function-4a-crf.pdf,English
8001,promis-physical-function-4a-cde.xlsx,"The PROMIS Physical Function 4a is a 4 item self-reported capability rather than actual performance of physical activities.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-function-4a-cde.xlsx,English
8461,promis-physical-function-4a-crf-spanish.pdf,"The PROMIS Physical Function 4a is a 4 item self-reported capability rather than actual performance of physical activities.",Supplemental,Spanish,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-function-4a-crf-spanish.pdf,Spanish
8021,promis-physical-function-8b-crf.pdf,"The PROMIS Physical Function 8b is a 8 item self-reported capability rather than actual performance of physical activities.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-function-8b-crf.pdf,English
8016,promis-physical-function-8b-cde.xlsx,"The PROMIS Physical Function 8b is a 8 item self-reported capability rather than actual performance of physical activities.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-function-8b-cde.xlsx,English
8456,promis-physical-function-8b-crf-spanish.pdf,"The PROMIS Physical Function 8b is a 8 item self-reported capability rather than actual performance of physical activities.",Supplemental,Spanish,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-function-8b-crf-spanish.pdf,Spanish
8036,promis-physical-functional-cat-crf.pdf,"The PROMIS Physical Function CAT measures self-reported capability rather than actual performance of physical activities.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-crf.pdf,English
8026,promis-physical-functional-cat-cde.xlsx,"The PROMIS Physical Function CAT measures self-reported capability rather than actual performance of physical activities.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde.xlsx,English
8341,short-physical-performance-battery-crf.docx,"The Short Physical Performance Battery (SPPB) is an objective measurement instrument of balance, lower extremity strength, and functional capacity in older adults.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/short-physical-performance-battery-crf.docx,English
8336,short-physical-performance-battery-cde.xlsx,"The Short Physical Performance Battery (SPPB) is an objective measurement instrument of balance, lower extremity strength, and functional capacity in older adults.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/short-physical-performance-battery-cde.xlsx,English
8211,promis-upper-extremity-7a-crf.pdf,"The PROMIS Upper Extremity SF 7a measures functionality by asking questions about the patient's ability to carry objects or reach different body parts.",Supplemental,English,Biomechanics,No,https://heal.nih.gov/files/CDEs/2023-09/promis-upper-extremity-7a-crf.pdf,English
8201,promis-upper-extremity-7a-cde.xlsx,"The PROMIS Upper Extremity SF 7a measures functionality by asking questions about the patient's ability to carry objects or reach different body parts.",Supplemental,English,Biomechanics,No,https://heal.nih.gov/files/CDEs/2023-09/promis-upper-extremity-7a-cde.xlsx,English
7066,arcs-protect-crf.docx,"The Adult Responses to Children's Symptoms (ARCS) - Protect Subscale measures adults protective behaviorism response to children's pain.",Supplemental,English,"Protective Factors",No,https://heal.nih.gov/files/CDEs/2023-09/arcs-protect-crf.docx,English
7051,arcs-protect-cde.xlsx,"The Adult Responses to Children's Symptoms (ARCS) - Protect Subscale measures adults protective behaviorism response to children's pain.",Supplemental,English,"Protective Factors",No,https://heal.nih.gov/files/CDEs/2023-09/arcs-protect-cde.xlsx,English
7031,ace-copyright-statement.docx,"The Altarum Consumer Engagement (ACE) survey tool measures three domains (commitment, informed choice, navigation) of patient engagement.",Supplemental,English,"Protective Factors",Yes,https://heal.nih.gov/files/CDEs/2023-09/ace-copyright-statement.docx,"English,Spanish"
7296,gq-6-crf.docx,"The Gratitude Questionnaire 6 item (GQ-6) is a self-report questionnaire designed to assess individual differences in one's disposition to experience gratitude in daily life.",Supplemental,English,"Protective Factors",No,https://heal.nih.gov/files/CDEs/2023-09/gq-6-crf.docx,English
7291,gq-6-cde.xlsx,"The Gratitude Questionnaire 6 item (GQ-6) is a self-report questionnaire designed to assess individual differences in one's disposition to experience gratitude in daily life.",Supplemental,English,"Protective Factors",No,https://heal.nih.gov/files/CDEs/2023-09/gq-6-cde.xlsx,English
7426,lotr-crf.docx,"The Life Orientation Test Revised (LOT R) is a psychological instrument that assesses one's dispositional level of optimism.",Supplemental,English,"Protective Factors",No,https://heal.nih.gov/files/CDEs/2023-09/lotr-crf.docx,English
7421,lotr-cde.xlsx,"The Life Orientation Test Revised (LOT R) is a psychological instrument that assesses one's dispositional level of optimism.",Supplemental,English,"Protective Factors",No,https://heal.nih.gov/files/CDEs/2023-09/lotr-cde.xlsx,English
7781,promis-ability-to-participate-in-social_roles-and-activities-4a-crf.pdf,"The PROMIS Ability to Participate in Social Roles and Activities SF 4a measures satisfaction with performing one's usual social roles and activities.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-ability-to-participate-in-social_roles-and-activities-4a-crf.pdf,English
7776,promis-ability-to-participate-in-social_roles-and-activities-4a-cde.xlsx,"The PROMIS Ability to Participate in Social Roles and Activities SF 4a measures satisfaction with performing one's usual social roles and activities.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-ability-to-participate-in-social_roles-and-activities-4a-cde.xlsx,English
8421,promis-ability-to-participate-in-social_roles-and-activities-4a-crf-spanish.pdf,"The PROMIS Ability to Participate in Social Roles and Activities SF 4a measures satisfaction with performing one's usual social roles and activities.",Supplemental,Spanish,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-ability-to-participate-in-social_roles-and-activities-4a-crf-spanish.pdf,Spanish
7791,promis-ability-to-participate-in-social_roles-and-activities-8a-crf.pdf,"The PROMIS Ability to Participate in Social Roles and Activities SF 8a measures satisfaction with performing one's usual social roles and activities.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-ability-to-participate-in-social_roles-and-activities-8a-crf.pdf,English
7786,promis-ability-to-participate-in-social_roles-and-activities-8a-cde.xlsx,"The PROMIS Ability to Participate in Social Roles and Activities SF 8a measures satisfaction with performing one's usual social roles and activities.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-ability-to-participate-in-social_roles-and-activities-8a-cde.xlsx,English
8426,promis-ability-to-participate-in-social_roles-and-activities-8a-crf-spanish.pdf,"The PROMIS Ability to Participate in Social Roles and Activities SF 8a measures satisfaction with performing one's usual social roles and activities.",Supplemental,Spanish,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-ability-to-participate-in-social_roles-and-activities-8a-crf-spanish.pdf,Spanish
7831,promis-instrumental-support-6a-crf.pdf,"The PROMIS Instrumental Support 6a is a self-reported measure to assess assistance with material, cognitive or task performance.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-6a-crf.pdf,English
7826,promis-instrumental-support-6a-cde.xlsx,"The PROMIS Instrumental Support 6a is a self-reported measure to assess assistance with material, cognitive or task performance.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-6a-cde.xlsx,English
8436,promis-instrumental-support-6a-crf-spanish.pdf,"The PROMIS Instrumental Support 6a is a self-reported measure to assess assistance with material, cognitive or task performance.",Supplemental,Spanish,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-6a-crf-spanish.pdf,Spanish
7841,promis-instrumental-support-8a-crf.pdf,"The PROMIS Instrumental Support 8a is a self-reported measure to assess assistance with material, cognitive or task performance.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-8a-crf.pdf,English
7836,promis-instrumental-support-8a-cde.xlsx,"The PROMIS Instrumental Support 8a is a self-reported measure to assess assistance with material, cognitive or task performance.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-8a-cde.xlsx,English
8441,promis-instrumental-support-8a-crf-spanish.pdf,"The PROMIS Instrumental Support 8a is a self-reported measure to assess assistance with material, cognitive or task performance.",Supplemental,Spanish,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-8a-crf-spanish.pdf,Spanish
7856,promis-mobility-crf.pdf,"The PROMIS Mobility Item Bank is an item bank to assess a dimension of physical functioning.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-crf.pdf,English
7846,promis-mobility-cde.xlsx,"The PROMIS Mobility Item Bank is an item bank to assess a dimension of physical functioning.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde.xlsx,English
7436,maia-2-crf.docx,"The Multidimensional Assessment of Interoceptive Awareness Version 2 (MAIA-2) is an 8-subscale state-trait self-report questionnaire to measure multiple dimensions of interoception. The MAIA-2 is suitable for adults (18+) and has 37 items.",Supplemental,English,"Pain Symptom and Assessment",No,https://heal.nih.gov/files/CDEs/2023-09/maia-2-crf.docx,English
7431,maia-2-cde.xlsx,"The Multidimensional Assessment of Interoceptive Awareness Version 2 (MAIA-2) is an 8-subscale state-trait self-report questionnaire to measure multiple dimensions of interoception. The MAIA-2 is suitable for adults (18+) and has 37 items.",Supplemental,English,"Pain Symptom and Assessment",No,https://heal.nih.gov/files/CDEs/2023-09/maia-2-cde.xlsx,English
7101,bfi-10-copyright-statement.docx,"The Big Five Inventory 10 (BFI 10) is a 10-item scale measuring the Big Five personality traits Extraversion, Agreeableness, Conscientiousness, Emotional Stability, and Openness. The scale was developed based on the 44-item Big Five Inventory.",Supplemental,English,Personality,Yes,https://heal.nih.gov/files/CDEs/2023-09/bfi-10-copyright-statement.docx,English
7096,bfi-2-copyright-statement.docx,"The Big Five Inventory 2 (BFI 2) is a scale measuring the Big Five personality traits Extraversion, Agreeableness, Conscientiousness, Emotional Stability, and Openness. The scale was developed based on the 44-item Big Five Inventory.",Supplemental,English,Personality,Yes,https://heal.nih.gov/files/CDEs/2023-09/bfi-2-copyright-statement.docx,English
7366,ipip-5-crf.docx,"The International Personality Item Pool Big 5 (IPIP 5) and is a self-reported questionnaire that assesses one's personality according to the Big Five model. The Big Five personality traits assessed are Openness, Agreeableness, Conscientiousness, Neuroticism and Extraversion.",Supplemental,English,Personality,No,https://heal.nih.gov/files/CDEs/2023-09/ipip-5-crf.docx,English
7361,ipip-5-cde.xlsx,"The International Personality Item Pool Big 5 (IPIP 5) and is a self-reported questionnaire that assesses one's personality according to the Big Five model. The Big Five personality traits assessed are Openness, Agreeableness, Conscientiousness, Neuroticism and Extraversion.",Supplemental,English,Personality,No,https://heal.nih.gov/files/CDEs/2023-09/ipip-5-cde.xlsx,English
7376,ipip-neo-crf-.xlsx,"The International Personality Item Pool (IPIP NEO) is a 120-item, self-reported questionnaire that assesses one's personality according to the Big Five model. The Big Five personality traits assessed are Openness, Agreeableness, Conscientiousness, Neuroticism and Extraversion.",Supplemental,English,Personality,No,https://heal.nih.gov/files/CDEs/2023-09/ipip-neo-crf-.xlsx,English
7371,ipip-neo-cde.docx,"The International Personality Item Pool (IPIP NEO) is a 120-item, self-reported questionnaire that assesses one's personality according to the Big Five model. The Big Five personality traits assessed are Openness, Agreeableness, Conscientiousness, Neuroticism and Extraversion.",Supplemental,English,Personality,No,https://heal.nih.gov/files/CDEs/2023-09/ipip-neo-cde.docx,English
7531,neo-pi-3-crf.docx,"The NEO Personality Inventory 3 (NEO-PI-3) is a comprehensive measure of the five major domains of personality (Neuroticism, Extraversion, Openness to Experience, Agreeableness, and Conscientiousness) and the six facets that define each domain.",Supplemental,English,Personality,No,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-crf.docx,English
7526,neo-pi-3-cde.xlsx,"The NEO Personality Inventory 3 (NEO-PI-3) is a comprehensive measure of the five major domains of personality (Neuroticism, Extraversion, Openness to Experience, Agreeableness, and Conscientiousness) and the six facets that define each domain.",Supplemental,English,Personality,No,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-cde.xlsx,English
7351,ipaq-lf-crf.docx,"The International Physical Activity Questionnaire long form (IPAQ LF) was developed for adults aged 18 to 65 years with the aim to assess population levels of physical activity across countries.",Supplemental,English,"Physical Activity",No,https://heal.nih.gov/files/CDEs/2023-09/ipaq-lf-crf.docx,English
7341,ipaq-lf-cde.xlsx,"The International Physical Activity Questionnaire long form (IPAQ LF) was developed for adults aged 18 to 65 years with the aim to assess population levels of physical activity across countries.",Supplemental,English,"Physical Activity",No,https://heal.nih.gov/files/CDEs/2023-09/ipaq-lf-cde.xlsx,English
7356,ipaq-sf-crf.docx,"The International Physical Activity Questionnaire short form (IPAQ SF) was developed for adults aged 18 to 65 years with the aim to assess population levels of physical activity across countries.",Supplemental,English,"Physical Activity",No,https://heal.nih.gov/files/CDEs/2023-09/ipaq-sf-crf.docx,English
7346,ipaq-sf-cde.xlsx,"The International Physical Activity Questionnaire short form (IPAQ SF) was developed for adults aged 18 to 65 years with the aim to assess population levels of physical activity across countries.",Supplemental,English,"Physical Activity",No,https://heal.nih.gov/files/CDEs/2023-09/ipaq-sf-cde.xlsx,English
7286,gpaq-crf.docx,"The Global Physical Activity Questionnaire (GPAQ) covers several components of physical activity, such as intensity, duration, and frequency, and it assesses three domains in which physical activity is performed (occupational physical activity, transport-related physical activity, and physical activity during discretionary or leisure time).",Supplemental,English,"Physical Activity",No,https://heal.nih.gov/files/CDEs/2023-09/gpaq-crf.docx,English
7281,gpaq-cde.xlsx,"The Global Physical Activity Questionnaire (GPAQ) covers several components of physical activity, such as intensity, duration, and frequency, and it assesses three domains in which physical activity is performed (occupational physical activity, transport-related physical activity, and physical activity during discretionary or leisure time).",Supplemental,English,"Physical Activity",No,https://heal.nih.gov/files/CDEs/2023-09/gpaq-cde.xlsx,English
8276,rapa-crf.docx,"The Rapid Assessment of Physical Activity (RAPA) is a 9-item questionnaire developed to measure the amount, type, and intensity of habitual PA participation among older adults.",Supplemental,English,"Physical Activity",No,https://heal.nih.gov/files/CDEs/2023-09/rapa-crf.docx,English
8271,rapa-cde.xlsx,"The Rapid Assessment of Physical Activity (RAPA) is a 9-item questionnaire developed to measure the amount, type, and intensity of habitual PA participation among older adults.",Supplemental,English,"Physical Activity",No,https://heal.nih.gov/files/CDEs/2023-09/rapa-cde.xlsx,English
8491,rapa-crf-spanish.docx,"The Rapid Assessment of Physical Activity (RAPA) is a 9-item questionnaire developed to measure the amount, type, and intensity of habitual PA participation among older adults.",Supplemental,Spanish,"Physical Activity",No,https://heal.nih.gov/files/CDEs/2023-09/rapa-crf-spanish.docx,Spanish
7021,30-second-chair-stand-assessment-crf.docx,"The 30 Second Chair Stand Assessment tests leg strength and endurance in older adults.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/30-second-chair-stand-assessment-crf.docx,English
7026,30-second-chair-stand-assessment-cde.xlsx,"The 30 Second Chair Stand Assessment tests leg strength and endurance in older adults.",Supplemental,English,"Physical Functioning",No,https://heal.nih.gov/files/CDEs/2023-09/30-second-chair-stand-assessment-cde.xlsx,English
8451,promis-pain-interference-cat-crf-spanish.pdf,"The PROMIS Pain Interference Computerized Adaptive Test (CAT) consists of 40 items that measur the self-reported consequences of pain on relevant aspects of a person's life and includes the extent to which pain hinders engagement with social, cognitive, emotional, physical, and recreational activities.",Supplemental,Spanish,"Pain Interference",No,https://heal.nih.gov/files/CDEs/2023-09/promis-pain-interference-cat-crf-spanish.pdf,Spanish
7951,promis-pain-interference-cat-cde.xlsx,"The PROMIS Pain Interference Computerized Adaptive Test (CAT) consists of 40 items that measur the self-reported consequences of pain on relevant aspects of a person's life and includes the extent to which pain hinders engagement with social, cognitive, emotional, physical, and recreational activities.",Supplemental,English,"Pain Interference",No,https://heal.nih.gov/files/CDEs/2023-09/promis-pain-interference-cat-cde.xlsx,Spanish
7971,promis-pediatric-bank-pain-interference-crf.docx,"The PROMIS Pediatric Bank Pain Interference is a self-reported measure that assesses how pain interferes with one's daily life activities.",Supplemental,English,"Pain Interference",No,https://heal.nih.gov/files/CDEs/2023-09/promis-pediatric-bank-pain-interference-crf.docx,English
7961,promis-pediatric-bank-pain-interference-cde.xlsx,"The PROMIS Pediatric Bank Pain Interference is a self-reported measure that assesses how pain interferes with one's daily life activities.",Supplemental,English,"Pain Interference",No,https://heal.nih.gov/files/CDEs/2023-09/promis-pediatric-bank-pain-interference-cde.xlsx,English
7721,pips-crf.docx,"The Psychological Inflexibility in Pain Scale (PIPS) is a 16-item scale used to assess psychological inflexibility (i.e. avoidance, acceptance, fusion, values orientation).",Supplemental,English,"Pain Interference",No,https://heal.nih.gov/files/CDEs/2023-09/pips-crf.docx,English
7716,pips-cde.xlsx,"The Psychological Inflexibility in Pain Scale (PIPS) is a 16-item scale used to assess psychological inflexibility (i.e. avoidance, acceptance, fusion, values orientation).",Supplemental,English,"Pain Interference",No,https://heal.nih.gov/files/CDEs/2023-09/pips-cde.xlsx,English
7761,ppst-crf.docx,"The Pediatric Pain Screening Tool (PPST) assesses physical and psychosocial symptomatology in youth with chronic pain.",Supplemental,English,"Pain Interference",No,https://heal.nih.gov/files/CDEs/2023-09/ppst-crf.docx,English
7756,ppst-cde.xlsx,"The Pediatric Pain Screening Tool (PPST) assesses physical and psychosocial symptomatology in youth with chronic pain.",Supplemental,English,"Pain Interference",No,https://heal.nih.gov/files/CDEs/2023-09/ppst-cde.xlsx,English
7111,bpi-lf-copyright-statement.docx,"The Brief Pain Inventory Long Form (BPI LF) assesses the severity of pain and the impact of pain on daily functions.",Supplemental,English,"Pain Quality",Yes,https://heal.nih.gov/files/CDEs/2023-09/bpi-lf-copyright-statement.docx,"English,Spanish"
7116,bpi-sf-copyright-statement.docx,"The Brief Pain Inventory (BPI SF) assesses the severity of pain and the impact of pain on daily functions.",Supplemental,English,"Pain Quality",Yes,https://heal.nih.gov/files/CDEs/2023-09/bpi-sf-copyright-statement.docx,"English,Spanish"
7506,mpq-sf-copyright-statement.docx,"The McGill Pain Questionnaire Short Form (MPQ SF) assesses both the intensity and quality of pain.",Supplemental,English,"Pain Quality",Yes,https://heal.nih.gov/files/CDEs/2023-09/mpq-sf-copyright-statement.docx,English
